Datetime,Open,High,Low,Close,Volume
2025-12-29 00:00:00+00:00,87952.71,88444.19,87813.17,88295.69,572.37767
2025-12-29 01:00:00+00:00,88295.68,88480.0,87849.42,88445.57,562.88296
2025-12-29 02:00:00+00:00,88445.57,89383.74,88445.57,89163.25,1796.47871
2025-12-29 03:00:00+00:00,89163.25,90169.06,89101.79,90123.55,1827.31757
2025-12-29 04:00:00+00:00,90123.55,90406.08,89952.81,90143.06,1199.9569
2025-12-29 05:00:00+00:00,90143.07,90300.07,89931.37,89984.0,828.28612
2025-12-29 06:00:00+00:00,89984.0,90121.21,89749.87,89777.26,503.12838
2025-12-29 07:00:00+00:00,89777.25,89846.71,89507.03,89617.71,971.61551
2025-12-29 08:00:00+00:00,89617.71,89825.01,89444.47,89555.1,990.67432
2025-12-29 09:00:00+00:00,89555.1,89618.22,87770.1,88100.05,2360.59949
2025-12-29 10:00:00+00:00,88100.5,88270.02,87653.69,87780.01,807.41906
2025-12-29 11:00:00+00:00,87780.0,87793.27,87567.65,87567.66,450.07731
2025-12-29 12:00:00+00:00,87567.65,87636.34,86806.5,87397.0,1590.97728
2025-12-29 13:00:00+00:00,87396.99,87537.23,87165.04,87387.71,611.5172
2025-12-29 14:00:00+00:00,87387.7,88190.71,87259.3,87429.96,985.6991
2025-12-29 15:00:00+00:00,87429.97,87918.69,87222.41,87691.62,990.15708
2025-12-29 16:00:00+00:00,87691.62,87840.08,87439.03,87627.11,372.34157
2025-12-29 17:00:00+00:00,87627.11,87850.0,87350.0,87849.99,322.83525
2025-12-29 18:00:00+00:00,87850.0,87996.22,87361.53,87464.77,459.75861
2025-12-29 19:00:00+00:00,87464.78,87668.23,87312.34,87366.23,302.7479
2025-12-29 20:00:00+00:00,87366.23,87597.59,87085.8,87212.01,665.4604
2025-12-29 21:00:00+00:00,87212.01,87371.62,87173.31,87337.85,221.04149
2025-12-29 22:00:00+00:00,87337.85,87404.29,87071.49,87351.05,310.53727
2025-12-29 23:00:00+00:00,87351.05,87395.07,87188.0,87237.13,191.0986
2025-12-30 00:00:00+00:00,87237.13,87359.4,87105.09,87250.23,230.51064
2025-12-30 01:00:00+00:00,87250.22,87356.62,87117.87,87308.23,239.57935
2025-12-30 02:00:00+00:00,87308.23,87347.7,86986.82,87111.0,471.28819
2025-12-30 03:00:00+00:00,87110.99,87423.65,86845.66,87379.0,579.19187
2025-12-30 04:00:00+00:00,87378.99,87492.66,87294.67,87300.0,292.49013
2025-12-30 05:00:00+00:00,87300.01,87359.43,87157.07,87255.97,140.45208
2025-12-30 06:00:00+00:00,87255.98,87527.42,87241.91,87443.17,234.42509
2025-12-30 07:00:00+00:00,87443.17,87600.0,87369.98,87502.85,410.22407
2025-12-30 08:00:00+00:00,87502.85,88224.76,87502.84,87872.68,1026.69682
2025-12-30 09:00:00+00:00,87872.68,88046.37,87657.44,87992.7,436.16992
2025-12-30 10:00:00+00:00,87992.7,88179.38,87906.94,87949.51,416.39591
2025-12-30 11:00:00+00:00,87949.52,88026.36,87735.09,87903.89,588.98774
2025-12-30 12:00:00+00:00,87903.89,88090.79,87901.7,88023.54,497.15542
2025-12-30 13:00:00+00:00,88023.53,88136.0,87918.6,88110.02,448.15717
2025-12-30 14:00:00+00:00,88110.02,89010.12,87834.01,88875.83,1626.18161
2025-12-30 15:00:00+00:00,88875.82,89159.52,88204.14,89016.35,1310.95153
2025-12-30 16:00:00+00:00,89016.36,89400.0,88577.42,88742.63,1418.9593
2025-12-30 17:00:00+00:00,88742.63,88900.72,88129.91,88371.34,713.60336
2025-12-30 18:00:00+00:00,88371.34,88493.62,88132.59,88304.0,434.34765
2025-12-30 19:00:00+00:00,88304.01,88422.22,87960.2,88226.16,345.47514
2025-12-30 20:00:00+00:00,88226.15,88226.15,87886.46,87947.15,439.95021
2025-12-30 21:00:00+00:00,87947.15,88330.13,87891.15,88287.27,253.18432
2025-12-30 22:00:00+00:00,88287.28,88470.0,88287.28,88430.19,280.86597
2025-12-30 23:00:00+00:00,88430.18,88573.65,88371.33,88485.49,270.66652
2025-12-31 00:00:00+00:00,88485.5,88485.5,88251.93,88255.54,243.9475
2025-12-31 01:00:00+00:00,88255.54,88784.0,88172.15,88649.33,355.7574
2025-12-31 02:00:00+00:00,88649.32,88742.0,88521.84,88673.6,258.23398
2025-12-31 03:00:00+00:00,88673.61,88819.8,88379.09,88453.04,274.04184
2025-12-31 04:00:00+00:00,88453.04,88549.5,88325.06,88325.06,158.17484
2025-12-31 05:00:00+00:00,88325.07,88526.06,88325.07,88463.09,296.57164
2025-12-31 06:00:00+00:00,88463.1,88561.69,88463.09,88512.92,212.68538
2025-12-31 07:00:00+00:00,88512.93,88638.76,88431.08,88613.12,304.98001
2025-12-31 08:00:00+00:00,88613.11,88733.33,88393.52,88434.65,277.76782
2025-12-31 09:00:00+00:00,88434.66,88715.27,88434.65,88660.1,315.83327
2025-12-31 10:00:00+00:00,88660.1,88897.99,88660.09,88847.26,482.82711
2025-12-31 11:00:00+00:00,88847.27,89046.6,88802.97,89011.52,598.23924
2025-12-31 12:00:00+00:00,89011.51,89044.74,88677.32,88775.96,545.9639
2025-12-31 13:00:00+00:00,88775.96,89045.98,88741.54,88991.88,300.73941
2025-12-31 14:00:00+00:00,88991.88,89200.0,88278.35,88479.99,1133.76043
2025-12-31 15:00:00+00:00,88479.99,88487.68,87766.59,87953.97,1281.39241
2025-12-31 16:00:00+00:00,87953.97,88053.49,87400.41,87656.98,1249.28961
2025-12-31 17:00:00+00:00,87656.99,87741.99,87489.59,87620.82,629.77671
2025-12-31 18:00:00+00:00,87620.82,87980.0,87574.12,87684.07,434.88825
2025-12-31 19:00:00+00:00,87684.08,87870.02,87516.7,87541.85,622.18859
2025-12-31 20:00:00+00:00,87541.85,87712.13,87250.0,87662.01,770.32743
2025-12-31 21:00:00+00:00,87662.01,87879.04,87662.01,87799.97,383.8555
2025-12-31 22:00:00+00:00,87799.97,87879.04,87656.19,87728.29,236.18697
2025-12-31 23:00:00+00:00,87728.3,87728.3,87619.67,87648.22,191.19123
