Datetime,Open,High,Low,Close,Volume
2022-08-15 00:00:00+00:00,24305.25,24413.79,24164.1,24400.97,7109.86826
2022-08-15 01:00:00+00:00,24400.97,24656.75,24330.96,24645.14,9951.2962
2022-08-15 02:00:00+00:00,24645.14,24931.66,24638.8,24917.72,12913.9282
2022-08-15 03:00:00+00:00,24918.29,25211.32,24779.05,24867.39,18045.52022
2022-08-15 04:00:00+00:00,24866.12,24888.0,24690.08,24847.53,9431.32708
2022-08-15 05:00:00+00:00,24849.23,24982.7,24751.0,24817.62,9249.56609
2022-08-15 06:00:00+00:00,24817.62,24826.0,24081.79,24135.23,19911.58384
2022-08-15 07:00:00+00:00,24135.23,24218.92,23944.62,24027.05,16046.47728
2022-08-15 08:00:00+00:00,24027.05,24079.88,23869.46,24042.7,12100.18542
2022-08-15 09:00:00+00:00,24042.7,24205.77,23993.02,24172.18,9372.13305
2022-08-15 10:00:00+00:00,24170.69,24300.0,24128.58,24267.62,8664.50093
2022-08-15 11:00:00+00:00,24267.62,24314.28,23996.58,24049.48,9954.26092
2022-08-15 12:00:00+00:00,24048.91,24192.0,23900.0,23950.97,9915.28581
2022-08-15 13:00:00+00:00,23949.28,24198.51,23931.2,24155.97,13043.00658
2022-08-15 14:00:00+00:00,24155.97,24194.0,24080.33,24115.47,10134.04152
2022-08-15 15:00:00+00:00,24113.79,24265.74,24046.01,24226.0,8916.43689
2022-08-15 16:00:00+00:00,24226.0,24281.1,24151.91,24254.0,7757.41072
2022-08-15 17:00:00+00:00,24254.0,24274.85,24077.61,24116.79,7798.61521
2022-08-15 18:00:00+00:00,24116.79,24142.0,24030.77,24098.11,6209.42434
2022-08-15 19:00:00+00:00,24098.22,24158.0,23965.0,23982.54,8672.49214
2022-08-15 20:00:00+00:00,23983.54,24110.0,23973.38,24066.82,5726.59719
2022-08-15 21:00:00+00:00,24068.36,24145.43,23982.0,24026.63,3506.34869
2022-08-15 22:00:00+00:00,24027.43,24150.0,23969.09,24013.72,5610.98985
2022-08-15 23:00:00+00:00,24013.72,24192.83,23773.22,24094.82,12498.25115
2022-08-16 00:00:00+00:00,24093.04,24163.84,23958.54,24124.8,9038.51453
2022-08-16 01:00:00+00:00,24124.8,24247.49,24100.0,24108.33,7111.63367
2022-08-16 02:00:00+00:00,24109.1,24199.99,24018.75,24046.18,5872.95843
2022-08-16 03:00:00+00:00,24046.18,24181.13,23853.0,24083.42,9796.28825
2022-08-16 04:00:00+00:00,24083.25,24144.77,23934.87,23957.47,6337.64618
2022-08-16 05:00:00+00:00,23959.0,24011.01,23795.67,23948.01,9215.97496
2022-08-16 06:00:00+00:00,23948.01,24042.62,23911.53,23998.38,5921.00488
2022-08-16 07:00:00+00:00,23997.31,24067.98,23932.56,24066.93,5165.034
2022-08-16 08:00:00+00:00,24067.77,24081.24,23968.78,23992.82,6102.51019
2022-08-16 09:00:00+00:00,23992.82,24125.29,23980.82,24082.75,6676.26164
2022-08-16 10:00:00+00:00,24083.34,24102.43,23995.0,24011.19,4883.90529
2022-08-16 11:00:00+00:00,24010.1,24150.0,23993.55,24038.03,7345.69064
2022-08-16 12:00:00+00:00,24036.86,24094.13,23892.99,23935.31,7412.8435
2022-08-16 13:00:00+00:00,23936.41,24029.14,23856.8,23896.55,9222.78512
2022-08-16 14:00:00+00:00,23896.55,23922.35,23680.0,23716.08,14540.41844
2022-08-16 15:00:00+00:00,23716.08,23929.71,23671.22,23901.27,10108.15191
2022-08-16 16:00:00+00:00,23901.0,23925.41,23691.06,23809.79,8489.938
2022-08-16 17:00:00+00:00,23809.79,23896.26,23779.71,23867.04,6839.12836
2022-08-16 18:00:00+00:00,23867.04,24058.0,23710.19,23837.59,13947.49785
2022-08-16 19:00:00+00:00,23837.59,23971.39,23800.0,23930.24,7690.73586
2022-08-16 20:00:00+00:00,23930.24,23994.0,23900.17,23979.93,5144.72501
2022-08-16 21:00:00+00:00,23978.51,23993.71,23874.23,23949.06,2979.77174
2022-08-16 22:00:00+00:00,23947.92,23949.72,23809.0,23847.95,4828.08172
2022-08-16 23:00:00+00:00,23846.51,23900.0,23818.69,23854.74,4653.44804
2022-08-17 00:00:00+00:00,23856.15,24044.0,23824.99,24009.66,9146.13892
2022-08-17 01:00:00+00:00,24009.66,24067.0,23932.61,23942.92,6693.51855
2022-08-17 02:00:00+00:00,23942.92,24058.0,23900.4,23991.72,5792.65174
2022-08-17 03:00:00+00:00,23992.62,24085.0,23988.33,24006.66,5865.13305
2022-08-17 04:00:00+00:00,24006.66,24090.0,24002.64,24068.29,4339.631
2022-08-17 05:00:00+00:00,24068.29,24171.48,24060.0,24165.26,7179.63808
2022-08-17 06:00:00+00:00,24165.26,24446.71,24158.07,24403.86,12452.88037
2022-08-17 07:00:00+00:00,24403.86,24427.03,23759.3,23786.42,18167.58788
2022-08-17 08:00:00+00:00,23788.32,23873.95,23735.0,23808.54,9600.15112
2022-08-17 09:00:00+00:00,23808.54,23924.97,23795.0,23833.71,6145.64636
2022-08-17 10:00:00+00:00,23832.9,23839.03,23698.69,23794.07,7616.0102
2022-08-17 11:00:00+00:00,23795.63,23828.63,23690.79,23746.65,6140.57448
2022-08-17 12:00:00+00:00,23746.65,23760.68,23527.22,23671.55,14548.8679
2022-08-17 13:00:00+00:00,23671.25,23683.29,23321.6,23424.41,17906.29677
2022-08-17 14:00:00+00:00,23424.41,23483.68,23322.9,23350.9,10229.04531
2022-08-17 15:00:00+00:00,23350.3,23469.04,23333.52,23391.9,7957.60443
2022-08-17 16:00:00+00:00,23391.9,23468.51,23333.0,23417.4,7795.69637
2022-08-17 17:00:00+00:00,23417.4,23484.03,23358.18,23472.13,5835.39221
2022-08-17 18:00:00+00:00,23472.13,23638.84,23357.43,23451.6,16710.71349
2022-08-17 19:00:00+00:00,23451.6,23497.24,23236.0,23275.04,9940.72559
2022-08-17 20:00:00+00:00,23276.89,23417.44,23180.4,23402.39,6950.93971
2022-08-17 21:00:00+00:00,23402.88,23407.74,23239.99,23331.93,4580.64591
2022-08-17 22:00:00+00:00,23331.73,23386.77,23253.0,23346.86,4810.47365
2022-08-17 23:00:00+00:00,23347.56,23378.49,23287.31,23342.66,4262.72457
2022-08-18 00:00:00+00:00,23342.66,23475.0,23285.23,23456.27,7551.67315
2022-08-18 01:00:00+00:00,23456.27,23499.19,23408.49,23470.73,4536.81805
2022-08-18 02:00:00+00:00,23469.4,23516.44,23415.7,23459.66,4510.33224
2022-08-18 03:00:00+00:00,23459.66,23496.0,23418.06,23433.31,3686.34171
2022-08-18 04:00:00+00:00,23434.25,23450.0,23337.38,23378.54,4281.39297
2022-08-18 05:00:00+00:00,23378.54,23466.67,23370.17,23391.82,3896.1741
2022-08-18 06:00:00+00:00,23392.72,23465.62,23345.02,23354.9,5229.45531
2022-08-18 07:00:00+00:00,23354.9,23440.19,23325.01,23414.21,5128.87206
